symbol,date,match_score,match_name,entry_price,day_high,day_low,day_close,max_gain,max_loss,final_change,is_win
PTON,2025-12-01,69.74421135563057,CCL,6.824999,6.835,6.5774,6.659999,0.14653482000510076,3.627824707373585,-2.417582771807,False
PTON,2025-12-03,61.54465980341909,VIVK,6.5299,6.699999,6.369999,6.67,2.6049250371368697,2.448751129420047,2.145515245256441,True
PTON,2025-12-09,58.71144438469609,VIVK,6.545,6.849999,6.364999,6.789999,4.660030557677624,2.750206264323909,3.7433002291825814,True
PTON,2025-12-17,62.61180140321636,CCL,6.255,6.32,6.11,6.135499,1.039168665067952,2.318145483613103,-1.9104876099120645,False
PTON,2025-12-18,56.06920864865541,MVIS,6.269999,6.32,6.1837,6.255,0.7974642420198146,1.3763798048452693,-0.23921853895033202,False
PTON,2025-12-19,69.35266895984734,MVIS,6.28,6.309999,6.19,6.19,0.4776910828025495,1.433121019108278,-1.433121019108278,False
PTON,2025-12-22,60.65758708026396,MVIS,6.315599,6.355,6.139999,6.17,0.6238679814852192,2.780417186081626,-2.3053870266304086,False
PTON,2025-12-23,50.379598365717584,MVIS,6.125,6.23,6.09,6.119999,1.7142857142857213,0.5714285714285737,-0.08164897959183727,False
MARA,2025-12-01,57.06013461010745,VIVK,11.239999,11.645,10.619999,11.505,3.603212064342714,5.516014725624079,2.357660352105028,True
MARA,2025-12-02,62.86973955886176,MVIS,11.990099,12.42,11.699999,11.895,3.585466642101948,2.419496286060696,-0.7931460782767611,True
MARA,2025-12-12,68.50343556269458,VIVK,12.114999,12.2586,11.359999,11.545,1.1853158221474085,6.231944385633041,-4.704903401147613,False
MARA,2025-12-16,59.00508290946495,CCL,10.8599,11.05,10.5,10.68,1.750476523724906,3.314026832659598,-1.6565530069337653,False
MARA,2025-12-17,65.53496186059449,CCL,10.824999,10.949999,9.92,9.944999,1.154734517758385,8.360268670694566,-8.129331005019038,False
MARA,2025-12-19,68.49537160475755,CCL,9.935,10.22,9.89,10.17,2.868646200301964,0.45294413688978286,2.365374937091086,True
MARA,2025-12-22,53.98885554726481,Benf,10.5,10.689999,9.994999,10.119999,1.8095142857142883,4.809533333333333,-3.619057142857143,False
RIOT,2025-12-01,68.19937968463358,CCL,15.699999,15.808799,14.888999,15.479999,0.6929936747129758,5.165605424560855,-1.401273974603442,False
RIOT,2025-12-02,60.301835952413455,MVIS,15.909999,16.25,15.199999,15.199999,2.137027161346779,4.462602417511146,-4.462602417511146,True
RIOT,2025-12-12,62.54524181871213,VIVK,16.139999,16.27,15.029999,15.305,0.8054585381324996,6.877323846178673,-5.173476156968782,False
