symbol,datetime,date,time,open,high,low,close,volume
SVM,2025-12-22 09:40:00,2025-12-22,09:40:00,8.9392,8.994999,8.92,8.970899,98335
SVM,2025-12-22 09:45:00,2025-12-22,09:45:00,8.97,9.079999,8.965,9.05,110553
SVM,2025-12-22 09:50:00,2025-12-22,09:50:00,9.039999,9.05,8.97,9.005,107514
SVM,2025-12-22 09:55:00,2025-12-22,09:55:00,9.0,9.02,8.965,8.97,68833
SVM,2025-12-22 10:00:00,2025-12-22,10:00:00,8.975,9.045,8.965,8.97,73328
ESPR,2025-12-22 09:30:00,2025-12-22,09:30:00,3.95,4.054999,3.944999,4.03,106831
ESPR,2025-12-22 09:35:00,2025-12-22,09:35:00,4.019999,4.039999,3.99,3.99,37964
ESPR,2025-12-22 09:40:00,2025-12-22,09:40:00,3.990099,4.039999,3.990099,4.035999,25152
ESPR,2025-12-22 09:45:00,2025-12-22,09:45:00,4.039999,4.039999,3.99,3.99,39448
ESPR,2025-12-22 09:50:00,2025-12-22,09:50:00,3.99,4.005,3.96,3.966,53209
ESPR,2025-12-22 09:55:00,2025-12-22,09:55:00,3.96,3.99,3.954999,3.98,33184
ESPR,2025-12-22 10:00:00,2025-12-22,10:00:00,3.974999,3.99,3.95,3.95,86533
LYG,2025-12-22 09:30:00,2025-12-22,09:30:00,5.239999,5.239999,5.235,5.239999,42775
LYG,2025-12-22 09:35:00,2025-12-22,09:35:00,5.235,5.249499,5.235,5.244999,29092
LYG,2025-12-22 09:40:00,2025-12-22,09:40:00,5.244999,5.25,5.244999,5.25,2615
LYG,2025-12-22 09:45:00,2025-12-22,09:45:00,5.240499,5.25,5.240499,5.244999,19349
LYG,2025-12-22 09:50:00,2025-12-22,09:50:00,5.244999,5.25,5.241499,5.244999,3760
LYG,2025-12-22 09:55:00,2025-12-22,09:55:00,5.240399,5.241199,5.23,5.235,49331
LYG,2025-12-22 10:00:00,2025-12-22,10:00:00,5.235,5.239999,5.235,5.235,55655
AIIO,2025-12-22 09:30:00,2025-12-22,09:30:00,0.325199,0.333299,0.3251,0.328999,454699
AIIO,2025-12-22 09:35:00,2025-12-22,09:35:00,0.329499,0.33,0.328,0.328,1506043
AIIO,2025-12-22 09:40:00,2025-12-22,09:40:00,0.328,0.328099,0.328,0.328,34412
AIIO,2025-12-22 09:45:00,2025-12-22,09:45:00,0.328,0.328099,0.328,0.328099,43327
AIIO,2025-12-22 09:50:00,2025-12-22,09:50:00,0.328099,0.328099,0.317,0.317099,101630
AIIO,2025-12-22 09:55:00,2025-12-22,09:55:00,0.317099,0.3228,0.314999,0.3224,91497
AIIO,2025-12-22 10:00:00,2025-12-22,10:00:00,0.3217,0.3226,0.317999,0.321999,69983
NFGC,2025-12-22 09:30:00,2025-12-22,09:30:00,3.099999,3.15,2.99,3.14,568707
NFGC,2025-12-22 09:35:00,2025-12-22,09:35:00,3.136499,3.164999,3.109999,3.13,297002
NFGC,2025-12-22 09:40:00,2025-12-22,09:40:00,3.14,3.1867,3.13,3.174999,223706
NFGC,2025-12-22 09:45:00,2025-12-22,09:45:00,3.174999,3.25,3.174999,3.244999,249878
NFGC,2025-12-22 09:50:00,2025-12-22,09:50:00,3.25,3.305,3.244999,3.285,172289
NFGC,2025-12-22 09:55:00,2025-12-22,09:55:00,3.285,3.285,3.2332,3.25,138364
NFGC,2025-12-22 10:00:00,2025-12-22,10:00:00,3.25,3.25,3.1744,3.1744,142731
NUAI,2025-12-22 09:30:00,2025-12-22,09:30:00,3.799999,3.9,3.759999,3.849999,207858
NUAI,2025-12-22 09:35:00,2025-12-22,09:35:00,3.809999,3.869899,3.759999,3.822599,49412
NUAI,2025-12-22 09:40:00,2025-12-22,09:40:00,3.849999,3.849999,3.72,3.769999,31078
NUAI,2025-12-22 09:45:00,2025-12-22,09:45:00,3.772,3.799999,3.7565,3.759999,17312
NUAI,2025-12-22 09:50:00,2025-12-22,09:50:00,3.759999,3.829999,3.755399,3.819999,36764
NUAI,2025-12-22 09:55:00,2025-12-22,09:55:00,3.819999,3.98,3.819999,3.96,148887
NUAI,2025-12-22 10:00:00,2025-12-22,10:00:00,3.95,3.97,3.9,3.96,71691
ABAT,2025-12-22 09:30:00,2025-12-22,09:30:00,4.079999,4.15,4.01,4.05,257584
ABAT,2025-12-22 09:35:00,2025-12-22,09:35:00,4.019999,4.024,3.98,3.9895,235310
ABAT,2025-12-22 09:40:00,2025-12-22,09:40:00,4.039999,4.099999,4.0107,4.059999,41673
ABAT,2025-12-22 09:45:00,2025-12-22,09:45:00,4.074999,4.09,4.039999,4.0437,46770
ABAT,2025-12-22 09:50:00,2025-12-22,09:50:00,4.054999,4.119999,4.039999,4.11,80663
ABAT,2025-12-22 09:55:00,2025-12-22,09:55:00,4.11,4.175,4.099999,4.099999,403676
ABAT,2025-12-22 10:00:00,2025-12-22,10:00:00,4.13,4.159999,4.119999,4.135,93087
ASM,2025-12-22 09:30:00,2025-12-22,09:30:00,6.76,6.819499,6.679999,6.73,592518
